respondent_id,party_id,V162313,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
1363,Democrat,23,50,50,50,50,85,70,86,50,50,60,50,25,85,70,50,90,50,50,0
1364,Independent,40,100,50,30,70,50,40,30,40,30,50,50,50,100,50,50,70,30,50,60
1365,Republican,70,60,70,60,70,NA,85,60,70,60,60,60,60,NA,70,70,85,60,85,70
1366,Independent,40,5,77,88,90,58,24,10,52,73,51,28,32,71,73,49,38,79,100,16
1367,Republican,80,70,100,85,85,100,100,85,100,100,85,85,85,100,100,60,100,85,100,100
1368,Democrat,0,25,30,50,0,50,25,50,50,30,0,50,0,50,50,0,85,0,85,0
1369,Democrat,0,85,0,0,60,70,100,100,50,0,85,100,0,100,100,85,100,0,85,0
1370,Democrat,60,70,70,50,60,85,50,85,70,85,40,85,70,85,85,70,85,85,70,50
1371,Republican,70,30,70,70,40,60,40,15,85,100,40,50,70,70,70,30,100,70,85,70
1372,Republican,84,31,39,42,67,51,52,58,62,78,29,49,49,23,49,47,72,68,85,35
1373,Republican,100,NA,NA,100,100,100,NA,NA,100,NA,99,99,NA,NA,99,100,100,NA,NA,98
1374,Democrat,85,50,60,60,15,85,70,85,60,50,60,70,50,100,85,60,85,50,85,70
1375,Independent,50,40,50,40,50,70,40,60,70,70,60,70,50,85,70,40,70,50,70,30
1376,Democrat,15,70,70,40,42,85,70,85,70,100,40,70,50,100,100,50,100,70,85,16
1377,Independent,15,30,50,30,70,60,50,50,50,50,NA,15,50,70,50,50,30,50,50,50
1378,Republican,75,2,100,90,90,95,10,30,80,90,45,15,85,60,85,10,75,90,100,90
1379,Democrat,50,30,60,40,50,60,30,40,50,60,30,50,50,60,60,0,60,50,85,50
1380,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,Independent,84,0,100,84,69,72,39,4,56,95,37,25,76,4,86,3,51,100,100,86
1382,Independent,33,85,54,25,73,60,42,51,52,55,29,64,53,92,54,40,84,23,81,1
1383,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,Democrat,41,75,41,41,24,85,61,61,71,71,62,61,71,100,90,41,86,41,86,62
1385,Democrat,4,60,15,0,30,100,85,85,15,50,30,50,40,100,70,70,100,40,70,15
1386,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,Democrat,0,85,0,0,30,50,85,100,40,0,70,50,50,100,50,50,100,0,85,0
1388,Republican,70,0,60,72,76,92,62,40,83,93,1,87,71,16,85,0,40,93,99,71
1389,Republican,40,50,100,50,50,50,50,0,50,50,15,50,50,50,100,0,100,50,50,50
1390,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,Republican,70,96,85,90,50,100,50,80,90,95,60,86,95,100,95,50,70,90,50,85
1392,Independent,40,15,50,46,56,50,64,39,33,51,13,49,50,51,50,13,71,50,78,40
1393,Republican,50,NA,50,50,85,50,50,50,85,70,50,50,50,50,50,50,100,60,70,30
1394,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,Republican,51,30,51,50,30,52,50,51,50,86,50,52,50,40,50,50,53,50,50,50
1398,Republican,46,70,67,62,85,51,51,56,57,38,45,51,62,60,53,83,81,46,86,57
1399,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,Independent,0,70,50,15,50,85,40,60,40,70,15,50,60,85,85,85,85,40,100,0
1401,Democrat,2,85,30,1,70,84,60,99,85,0,70,85,NA,85,85,60,99,30,85,1
1402,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,Democrat,10,80,10,25,10,60,70,80,75,40,25,80,40,60,60,40,85,50,55,5
1404,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,Democrat,15,30,50,30,50,50,30,85,70,50,70,50,50,60,85,50,85,50,50,15
1406,Republican,50,15,85,85,85,85,70,70,85,85,30,50,85,85,85,15,85,85,85,70
1407,Democrat,15,60,40,40,60,70,40,40,70,50,60,50,40,85,70,40,85,40,60,15
1408,Democrat,30,100,40,30,70,70,50,85,50,50,60,50,40,100,100,50,100,40,50,0
1409,Republican,50,0,100,100,51,100,41,0,41,100,0,50,50,30,100,0,50,100,100,100
1410,Republican,40,85,100,60,85,100,85,85,86,70,71,85,70,100,97,51,70,40,100,100
1411,Republican,88,51,88,88,92,91,32,87,74,96,17,91,90,91,91,42,79,95,93,76
1412,Republican,1,41,40,50,100,60,54,62,31,18,52,51,3,100,50,54,54,50,80,1
1413,Independent,40,60,50,50,50,60,70,85,70,70,50,70,40,100,85,60,85,50,50,0
1414,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,Independent,41,51,52,50,63,61,60,42,98,60,51,53,50,99,61,50,97,50,62,51
1416,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,Democrat,62,61,41,31,29,100,41,100,62,1,60,83,52,100,85,85,100,1,84,1
1418,Republican,70,70,60,60,85,100,40,60,100,60,70,50,85,100,85,60,85,60,85,100
1419,Democrat,23,43,46,50,42,32,58,88,82,50,80,33,14,86,13,54,66,71,60,73
1420,Independent,51,15,51,57,41,61,52,42,44,50,30,60,49,53,51,5,60,50,60,53
1421,Republican,40,7,89,86,50,77,46,0,70,70,15,52,60,71,85,0,100,60,70,0
1422,Independent,0,35,25,45,85,85,45,45,50,50,35,25,50,100,100,0,100,50,95,10
1423,Republican,50,60,100,90,80,100,100,75,100,100,40,100,100,100,100,80,100,100,100,90
1424,Independent,52,NA,NA,NA,NA,52,51,NA,NA,52,18,61,34,99,53,NA,34,60,42,100
1425,Republican,51,60,50,51,60,60,51,61,85,16,40,41,60,100,96,61,95,13,51,71
1426,Republican,0,100,100,50,100,100,50,100,100,100,100,50,50,100,100,70,100,100,100,100
1427,Republican,50,50,73,51,51,50,50,51,1,51,7,50,52,50,50,51,50,50,97,51
1428,Independent,30,62,86,62,87,100,71,70,55,100,71,100,86,63,60,78,94,100,100,60
1429,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1430,Democrat,50,70,60,60,85,70,40,85,70,50,70,70,40,100,60,70,85,50,40,85
1431,Democrat,35,51,70,51,51,77,69,85,85,50,39,60,50,99,51,51,100,51,98,97
1432,Republican,50,49,60,51,51,60,62,48,48,91,50,49,71,83,49,51,23,95,66,100
1433,Democrat,50,85,50,50,70,100,70,70,100,50,85,60,15,100,70,85,100,50,100,60
1434,Democrat,15,100,15,15,60,NA,30,100,60,15,0,50,30,100,30,100,70,0,70,0
1435,Democrat,22,100,32,1,59,68,69,99,75,0,85,60,86,99,100,1,100,0,99,40
1436,Republican,40,14,98,85,61,81,72,39,68,72,38,71,62,59,79,38,98,63,92,6
1437,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1438,Democrat,43,83,49,0,85,96,51,84,40,60,51,52,1,84,98,60,99,40,94,29
1439,Republican,70,70,50,0,50,70,50,70,50,15,0,15,50,70,50,50,60,0,15,0
1440,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1441,Democrat,31,50,41,41,40,61,49,50,50,50,49,30,40,50,50,50,50,32,51,50
1442,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,Democrat,37,30,67,54,60,21,53,60,40,62,40,17,63,59,73,29,82,70,58,33
1444,Democrat,100,85,15,0,70,100,40,100,40,40,60,100,50,100,100,85,100,40,70,0
1445,Independent,1,1,15,30,32,70,30,40,48,1,14,45,1,39,41,71,15,1,84,1
1446,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,Democrat,1,50,51,50,85,50,40,51,51,50,30,50,51,100,50,50,100,50,84,48
1448,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,Democrat,3,70,40,70,30,100,100,100,60,60,60,85,70,100,85,100,100,50,85,15
1450,Republican,60,50,100,50,100,85,40,50,40,85,50,70,70,60,70,15,70,70,100,50
1451,Republican,60,74,52,57,49,61,48,61,64,23,53,50,100,86,58,52,71,49,88,50
1452,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,Democrat,30,60,15,40,15,85,50,70,60,50,60,50,50,85,50,60,100,40,85,0
1454,Democrat,0,100,0,0,0,50,70,50,70,50,15,85,100,100,100,85,40,0,100,0
1455,Independent,36,88,52,53,94,69,44,43,46,19,50,61,26,88,46,40,21,19,98,35
1456,Democrat,50,50,50,40,85,50,50,50,85,50,50,50,50,100,50,50,100,0,50,0
1457,Republican,100,100,100,100,85,100,40,50,85,100,70,70,100,100,100,0,40,100,70,100
1458,Republican,50,50,50,50,50,50,40,50,85,50,50,50,50,50,50,30,70,70,50,50
1459,Independent,30,40,100,85,70,50,30,50,60,85,70,50,70,50,70,50,70,70,85,70
1460,Independent,30,60,60,30,60,60,40,60,40,60,30,70,40,85,100,60,85,50,40,30
1461,Independent,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,70,50,50,50
1462,Independent,1,51,33,1,32,97,32,51,41,99,41,97,98,99,73,62,99,99,52,1
1463,Independent,60,70,71,62,76,94,75,74,61,100,57,85,87,98,100,80,85,85,86,40
1464,Republican,30,70,NA,NA,40,70,51,NA,NA,50,NA,41,50,60,50,NA,16,40,60,100
1465,Republican,40,40,60,60,40,70,30,50,50,100,50,50,100,100,100,40,70,100,100,70
1466,Independent,0,0,0,0,30,50,15,78,40,85,15,50,50,15,15,85,85,85,100,0
1467,Democrat,50,0,5,0,0,5,5,5,6,8,7,8,5,5,8,5,9,0,10,0
1468,Republican,70,NA,69,50,99,97,15,47,50,84,14,86,NA,83,91,NA,71,87,98,76
1469,Republican,100,51,51,31,75,100,30,40,31,51,31,0,85,86,85,0,1,85,100,100
1470,Democrat,0,100,50,0,50,90,80,90,50,0,15,75,12,100,100,50,95,0,60,0
1471,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,Republican,50,50,50,60,60,60,15,40,70,50,40,40,50,70,70,50,60,30,50,15
1473,Republican,58,54,82,65,52,71,31,72,63,72,25,16,66,86,81,4,87,84,77,50
1474,Independent,0,95,25,4,10,57,67,76,35,4,10,47,7,92,64,68,80,7,49,51
1475,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,Independent,40,15,60,40,40,70,40,40,50,100,50,60,60,85,100,0,70,100,100,40
1478,Democrat,60,28,41,39,11,51,39,56,16,55,13,50,41,69,58,14,70,40,90,60
1479,Republican,50,70,85,85,60,100,40,60,40,50,30,50,70,100,85,0,70,50,85,70
1480,Democrat,0,100,0,0,0,0,0,100,52,0,0,0,0,100,100,100,100,0,0,0
1481,Democrat,70,70,NA,7,0,83,81,68,85,14,39,59,69,100,87,85,94,17,84,0
1482,Republican,51,0,97,94,82,60,19,10,74,98,0,30,98,64,97,0,94,96,100,98
1483,Independent,50,30,50,15,15,50,NA,30,50,50,30,50,0,40,60,50,30,50,50,50
1484,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,Independent,15,60,30,60,60,85,40,60,40,15,30,50,30,100,50,15,85,15,50,50
1488,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,Democrat,42,41,46,73,65,75,32,74,72,86,19,18,48,61,62,42,71,80,98,44
1491,Republican,30,85,100,30,50,100,100,100,100,0,85,100,60,100,100,50,70,0,100,60
1492,Democrat,30,60,40,50,40,60,60,50,85,0,0,50,40,85,50,60,100,0,85,15
1493,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,Republican,0,60,85,68,75,90,85,82,6,100,50,20,2,80,18,78,100,65,75,100
1495,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,Independent,40,40,50,50,50,50,60,60,60,60,30,50,70,70,70,30,70,50,85,60
1497,Republican,70,30,70,60,60,40,30,60,40,60,30,60,30,70,50,30,70,60,40,40
1498,Republican,50,100,50,40,71,86,61,85,72,51,70,61,52,100,71,62,85,32,84,60
1499,Republican,60,50,50,60,40,85,50,60,50,40,70,40,50,50,50,50,40,40,70,50
1500,Republican,50,50,50,0,50,100,50,50,0,100,0,0,100,100,50,0,50,85,50,100
1501,Independent,0,70,72,32,32,6,1,31,96,4,0,2,1,50,85,0,95,1,98,0
1502,Republican,52,17,99,85,61,59,15,15,58,100,32,20,99,46,84,6,42,96,84,99
1503,Independent,60,60,70,70,0,85,70,70,70,70,70,50,70,85,85,70,85,70,70,70
1504,Republican,100,30,16,100,100,100,69,15,100,100,85,40,100,16,100,30,100,100,100,40
1505,Independent,42,35,40,60,41,58,72,60,75,86,71,55,85,93,94,33,93,86,71,9
1506,Republican,51,1,77,71,71,50,14,51,69,77,14,50,49,51,52,0,69,51,91,68
1507,Democrat,0,50,15,50,40,50,85,50,60,50,70,50,50,60,50,60,70,40,60,50
1508,Republican,40,10,90,60,47,48,35,40,55,80,30,35,80,30,70,0,80,55,95,35
1509,Independent,40,85,100,100,70,85,85,100,100,100,85,85,85,100,100,50,100,100,100,100
1510,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,Democrat,15,30,50,NA,30,85,60,70,71,50,60,60,60,85,87,NA,70,40,85,87
1512,Republican,1,51,42,71,16,51,40,16,70,70,31,31,50,16,50,30,85,71,86,50
1513,Republican,15,85,70,60,100,85,60,50,60,70,70,50,70,100,85,50,100,0,100,85
1514,Democrat,44,46,50,19,44,45,35,49,42,63,40,16,54,52,41,48,55,47,33,50
1515,Independent,60,15,70,70,60,85,30,40,40,60,40,40,60,85,100,0,70,40,100,70
1516,Democrat,0,50,17,0,0,31,16,70,60,50,15,47,0,50,50,78,81,0,98,0
1517,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,Independent,52,50,50,50,50,83,49,51,48,50,48,54,50,50,50,50,51,51,51,51
1520,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,Republican,15,NA,50,60,40,60,30,40,40,50,40,60,60,60,50,NA,60,50,60,60
1522,Republican,100,100,100,85,96,100,70,50,100,100,70,100,100,100,100,100,100,100,70,100
1523,Republican,40,100,50,50,50,0,100,50,50,50,50,30,15,100,50,50,0,50,50,100
1524,Independent,62,70,50,50,50,85,70,85,60,50,30,50,85,85,85,70,85,50,70,40
1525,Republican,41,40,50,50,50,60,40,60,70,70,70,50,70,70,70,50,70,70,50,60
1526,Independent,0,50,60,40,40,70,40,60,60,40,50,40,50,70,70,40,100,50,100,50
1527,Independent,89,1,41,28,69,94,5,31,52,99,7,85,91,26,97,0,91,93,96,51
1528,Democrat,30,15,30,40,15,50,50,50,40,60,40,70,70,50,60,40,85,60,70,40
1529,Democrat,40,52,52,52,33,73,72,70,68,61,67,63,48,94,62,72,81,52,72,51
1530,Democrat,40,100,40,15,60,70,60,100,60,40,40,30,15,100,100,50,85,15,40,15
1531,Independent,18,70,85,70,70,85,85,70,100,85,70,50,85,85,85,50,85,85,85,70
1532,Independent,30,30,30,40,70,70,50,40,60,50,15,40,40,70,50,60,70,50,70,15
1533,Republican,39,84,50,82,85,60,31,29,51,50,50,30,50,84,51,51,50,50,70,61
1534,Democrat,0,100,16,0,50,100,61,100,70,0,16,60,0,100,100,100,100,40,70,0
1535,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,Democrat,1,50,50,1,16,85,60,90,35,75,20,70,0,100,80,75,85,50,85,0
1537,Independent,0,60,50,50,50,70,60,60,30,50,30,70,50,70,70,70,85,50,70,0
1538,Independent,20,50,30,30,30,70,50,50,85,50,50,40,30,85,50,70,40,50,50,30
1539,Democrat,30,74,20,17,16,60,70,83,61,29,40,83,35,85,61,85,84,40,72,5
1540,Republican,52,70,71,30,0,62,60,61,85,51,61,51,15,84,51,39,50,51,86,15
1541,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,Independent,0,0,50,0,0,50,70,60,15,50,40,50,0,100,85,85,85,0,100,0
1543,Democrat,30,16,48,46,50,60,61,83,50,33,60,61,30,97,49,51,82,3,74,2
1544,Republican,85,93,70,85,100,85,60,60,50,85,60,85,100,85,70,0,70,40,100,85
1545,Republican,51,41,56,72,47,88,61,40,51,72,39,72,65,63,71,40,70,79,71,50
1546,Republican,60,70,70,85,70,85,50,40,70,70,50,50,50,85,85,40,85,70,70,70
1547,Independent,37,50,30,40,73,61,24,66,50,49,43,60,54,75,55,39,61,51,50,42
1548,Republican,85,0,100,100,85,85,0,15,30,100,0,30,100,40,100,0,30,100,100,100
1549,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,Democrat,16,70,70,72,70,85,41,85,70,50,60,50,50,85,50,70,70,50,70,50
1551,Republican,30,30,100,85,70,100,70,50,70,100,30,100,85,100,100,15,100,100,70,100
1552,Democrat,30,70,60,15,60,60,70,85,70,50,70,85,60,100,70,85,85,70,85,50
1553,Democrat,0,51,52,60,14,NA,51,70,64,85,35,50,49,61,98,NA,100,60,98,0
1554,Independent,15,85,15,0,50,70,50,85,40,15,60,50,15,85,85,85,85,0,50,0
1555,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,Independent,1,71,50,51,70,100,70,50,51,51,50,51,51,100,100,51,100,50,99,50
1558,Independent,62,61,52,42,72,86,87,60,99,71,62,62,72,73,87,71,86,72,99,52
1559,Independent,40,50,40,60,50,70,40,50,60,50,50,60,50,60,50,60,85,50,70,50
1560,Republican,75,0,55,45,60,70,35,35,65,85,25,35,70,45,50,15,40,70,85,55
1561,Democrat,1,100,40,30,60,85,86,100,31,50,41,85,40,100,85,100,85,51,78,0
1562,Democrat,60,60,60,40,60,70,40,60,40,40,40,60,60,85,70,50,85,30,75,40
1563,Democrat,15,60,40,40,50,60,40,60,40,40,40,40,40,70,50,50,70,0,60,0
1564,Republican,30,50,60,50,70,50,60,50,50,40,50,40,50,70,50,50,30,15,50,60
1565,Democrat,0,100,0,50,75,0,80,50,70,0,75,80,0,100,15,90,85,0,100,40
1566,Republican,51,53,50,50,60,48,50,50,30,50,30,48,70,94,50,51,3,52,50,100
1567,Democrat,32,91,31,39,41,88,54,84,66,29,59,55,29,97,68,48,84,13,74,50
1568,Republican,65,77,81,84,78,90,29,74,72,88,60,53,60,86,80,82,61,70,85,69
1569,Independent,60,50,70,50,85,100,0,50,50,85,50,0,70,100,70,50,85,100,70,70
1570,Independent,40,85,70,30,15,85,85,85,60,85,40,85,85,85,85,85,85,85,85,30
1571,Republican,50,15,50,85,70,50,50,50,70,50,30,50,50,50,50,16,71,50,100,51
1572,Republican,100,70,70,70,85,70,100,70,50,50,60,50,60,60,100,40,0,0,70,85
1573,Independent,49,52,4,51,50,86,6,52,41,63,37,32,49,97,52,50,100,41,99,16
1574,Democrat,85,70,0,0,100,100,60,100,100,0,70,70,70,100,85,15,100,40,85,85
1575,Democrat,31,41,32,31,71,52,51,72,62,51,52,52,52,71,51,51,86,51,71,51
1576,Republican,30,15,60,85,60,50,50,30,70,50,50,50,50,70,100,15,60,30,100,60
1577,Republican,10,NA,14,NA,88,NA,40,55,93,52,51,52,40,70,89,NA,88,78,97,0
1578,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,Independent,61,40,50,50,31,85,40,60,15,50,34,30,60,42,70,50,50,50,60,100
1580,Republican,75,47,98,80,79,87,41,40,87,98,71,50,88,92,99,4,93,89,77,50
1581,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,Democrat,15,60,0,15,15,40,40,60,40,50,30,70,50,85,70,70,85,50,50,15
1583,Democrat,40,74,84,66,71,73,73,73,80,84,73,76,70,99,84,67,85,72,74,89
1584,Independent,17,32,41,33,85,61,1,49,43,51,17,41,32,80,49,31,41,16,51,26
1585,Democrat,50,85,50,30,15,85,70,70,60,70,60,70,50,85,85,70,85,50,60,15
1586,Democrat,50,50,50,50,15,100,15,40,70,50,15,50,40,100,70,15,70,70,85,15
1587,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,Democrat,0,50,40,15,50,50,60,85,60,30,60,50,50,50,50,60,85,30,85,0
1589,Democrat,50,100,50,30,100,100,50,80,100,30,80,100,80,100,80,80,100,30,100,30
1590,Democrat,NA,NA,NA,15,50,85,NA,100,70,NA,60,50,NA,100,NA,NA,85,NA,NA,15
1591,Independent,85,0,85,85,85,85,40,15,85,70,30,50,85,70,85,0,70,60,100,85
1592,Democrat,40,70,40,50,40,60,60,70,40,50,30,50,30,100,85,50,85,50,40,60
1593,Republican,51,61,100,100,98,100,47,61,100,100,29,70,100,100,100,27,96,100,100,100
1594,Democrat,15,85,40,15,50,100,85,85,40,40,50,85,50,100,85,60,100,40,85,0
1595,Democrat,50,40,40,40,20,70,70,70,45,50,20,45,70,70,50,10,60,30,85,30
1596,Republican,53,0,56,75,17,62,52,1,59,72,41,52,51,0,100,0,79,55,72,42
1597,Democrat,25,85,15,50,15,100,100,85,30,50,20,100,100,100,50,85,80,50,50,15
1598,Democrat,60,92,73,8,78,77,50,92,50,79,18,82,48,93,81,85,86,84,86,9
1599,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,Democrat,0,100,16,2,15,81,65,99,78,3,39,50,15,100,100,87,96,51,61,30
1601,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,Independent,50,15,70,60,60,50,50,40,60,70,15,50,85,70,85,30,40,50,85,85
1603,Democrat,20,100,50,20,50,50,80,60,50,50,85,50,35,100,100,80,100,50,60,0
1604,Independent,15,NA,50,50,30,50,50,50,50,60,0,50,50,70,50,NA,60,50,85,70
1605,Republican,40,60,70,70,85,70,50,40,70,100,50,70,100,100,100,50,100,70,100,70
1606,Republican,60,0,100,100,50,60,0,0,60,100,15,0,50,50,50,0,50,60,70,70
1607,Democrat,0,100,15,0,50,100,0,86,40,40,62,100,100,100,100,62,85,1,18,100
1608,Democrat,30,NA,NA,0,NA,70,50,NA,NA,85,60,85,0,100,70,NA,100,NA,70,NA
1609,Democrat,30,50,50,30,30,15,30,60,70,50,50,60,30,70,60,40,100,50,100,15
1610,Independent,70,16,70,70,55,75,40,10,70,70,40,46,79,60,67,9,50,70,97,75
1611,Independent,60,15,98,69,70,71,40,39,51,85,15,67,71,60,86,29,41,98,98,60
1612,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,Republican,40,0,60,70,40,70,85,30,85,85,70,85,60,85,100,30,70,70,100,60
1614,Independent,50,1,70,47,61,50,40,41,54,70,19,49,51,41,50,29,60,70,95,16
1615,Republican,61,2,86,83,71,50,31,43,61,85,47,50,77,61,86,15,93,85,85,31
1616,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,Independent,50,40,85,60,85,60,30,60,50,100,30,30,50,50,50,40,40,50,100,50
1618,Democrat,0,70,0,0,30,100,70,70,60,70,70,70,85,70,100,70,100,15,85,0
1619,Republican,0,100,100,0,100,100,84,0,70,100,0,0,85,85,85,0,100,100,100,100
1620,Independent,50,30,40,50,30,75,60,50,60,40,55,50,50,100,60,50,85,50,65,50
1621,Republican,2,51,53,95,97,71,96,49,96,1,50,49,0,52,51,96,98,1,51,48
1622,Independent,3,NA,47,56,49,69,70,49,69,71,69,84,52,69,50,NA,90,49,83,50
1623,Independent,0,50,50,50,70,60,30,50,40,50,40,15,0,50,50,50,70,50,50,15
1624,Independent,16,30,41,40,31,52,50,60,71,30,52,51,41,99,61,50,79,9,86,16
1625,Democrat,32,40,40,16,32,50,50,77,60,51,40,50,42,92,70,50,94,50,56,17
1626,Democrat,0,100,15,0,0,60,85,100,70,0,60,85,50,100,85,100,100,0,70,0
1627,Republican,70,15,90,85,70,85,30,15,30,90,15,30,60,15,90,0,40,85,100,70
1628,Independent,44,30,85,85,85,85,70,60,100,85,86,60,70,100,85,15,85,85,100,85
1629,Democrat,15,60,15,15,60,50,15,85,70,40,60,50,15,100,50,70,85,15,85,15
1630,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,Independent,15,60,40,70,85,70,30,70,60,70,30,70,70,85,70,40,85,70,70,30
1632,Independent,30,100,40,51,23,60,37,57,50,50,19,50,50,100,50,50,64,50,100,40
1633,Democrat,67,40,50,10,12,73,41,60,60,79,50,70,85,86,84,13,85,50,84,29
1634,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
